time,text,language,scam_type,lure_principles,named_entity,url_shortener,exact_key,scam_score,predicted_scam
Friday 17 March 9:18 am,Dear Customer your SBI Netbanking Account will be blocked by <DATE_TIME> please update your PAN Card now visit the link <URL>,English,banking,"authority,time/urgency",State Bank of India,rebrand.ly,6a16f5c2b2756e68,0.9199734313323206,1
Today 1:05 pm,PAYPAL; Transaction Alert! You are logged-In with unknown device from <LOCATION> U.A.E AUD 1550.00 Processed If Not You? Dial now <PHONE_NUMBER> to stop payment;,English,banking,"authority,time/urgency",PayPal,,9963c53c832ff222,0.6389393501636613,1
10:14 am,Hi <NAMED_ENTITY> do you realise your most recent bill for [CENSORED] is now overdue? To avoid service restrictions visit <URL> to pay now or Reply '1' if you need <DATE_TIME> to pay,English,telecom,"authority,time/urgency",telstra,,3c88319a2aef172a,0.6036308166283658,1
Today 10:07 AM,Dear User Your SBI Account disabled. Please click the link to update your PAN Card Click here <URL> SRI INDIA,English,banking,"authority,time/urgency",State Bank of India,,0397420354fdb318,0.8477039559557767,1
,CDSL-Click on link <URL> to verify Margin Pledge/Funding Txns setup from Demat A/C * and generate OTP,English,banking,"authority,time/urgency",cdsl,,22ac772ff6e3b450,0.6028218254017764,1
11:36 AM,Dear Customer Drop the traffic fine. Your Two Wheeler Policy is due for renewal on <DATE_TIME> Renew at <URL> or call us <US_DRIVER_LICENSE> T&C UIN8101 Kindly ignore if already renewed - ICICI LOMBARD,English,others,"authority,time/urgency",ICICI Bank,,92266781b781b2cf,0.7926114976478199,1
Today 10:53,Dear. Customer Your Electricity Power will disconnect at 9:30pm as your <DATE_TIME> bill was not updated Call us <DATE_TIME> immediately Thank you.,English,others,"authority,time/urgency",,,6352ceb5ec502871,0.6771384629724879,1
2023-02-22T18:08:00Z,Dear Customer Your Request No. <PHONE_NUMBER> for Update SMS Alerts has been initiated. If not done by you please contact your Branch immediately. SBI Dear customer your Request No. <PHONE_NUMBER> for SMS Alerts update has been processed successfully. If you have not done it kindly report to SBI YONO customer Care.,English,banking,"authority,time/urgency",State Bank of India,,860bc8553f3c349b,0.9363648221514383,1
Today 11:15 AM,Hello <NAMED_ENTITY> Are you willing to hear a proposal amount for your house which is located at 7307 W Balmoral Ave? <NAMED_ENTITY> here.,English,others,,,,673780b41aa95a3b,0.23762625806066495,0
Today 14:44,DEAR SBI User your A/c will be blocked <DATE_TIME> Update Your PANcard login yono Click here link.,English,banking,"authority,time/urgency",State Bank of India,,e5deb7f363f50b1d,0.7028311736945106,1
19:54,Dear Customer Your Jio SIM Document Verifications is Pending Please Call Our Customer No <PHONE_NUMBER> Your Service Wlll Be Blocked Within24 HrsCall immediately,English,telecom,"authority,time/urgency",Jio,,4b713d6530e17e68,0.9727643318715694,1
1:04,🚚📦 Emirates Post: Your parcel has been stopped from delivery please update the address as soon as possible to pay for shipping reply 1 to get the link : <URL> Excuse me,English,delivery,"authority,time/urgency",emirates post,,929a8e5410f31cdb,0.6892750691247038,1
19:19,Dear Consumer This is inform That Your Electricity Power Will Be (Disconnected) <DATE_TIME> At <DATE_TIME> From Electricity Office Because Your <DATE_TIME> Bill Was Not Updated Please immediately Contact With Our Electricity Officer Or Send WhatsApp payment screenshot <PHONE_NUMBER> Thank You..,English,others,"authority,time/urgency",electricity office,,423a4bb403474ea4,0.72441291628067,1
Today 3:19 pm,Hi mum I've just damaged my phone and can't use it anymore could you please message my new number on Whats-App it's urgent <DATE_TIME>,English,hey mum/dad,"kindness,time/urgency",,,cab8ca6ff1636b00,0.16316992285560672,0
Today 2:52 PM,Dear Customer your SBI BANK A/C will be blocked <DATE_TIME> please update your PAN number follow the link <URL> Thank You,English,banking,"authority,time/urgency",State Bank of India,bit.do,082ccb9daea9f718,0.8495879516873492,1
6:01 pm,Dear customer your ICICI A/C will be suspended <DATE_TIME> due to incomplete KYC immediately pls update your PAN card Click Here <URL>,English,banking,"authority,time/urgency",ICICI Bank,,7c6b14d29c8e02dd,0.8883652033864349,1
3:43 pm Tuesday 6 December,Dear Customer Your HDFC Credit Card Reward Point Worth Rs.4987 will expire <DATE_TIME> Kindly Redeem your point in Cash Click here <URL>,English,banking,"authority,need and greed,time/urgency",HDFC Bank,,29b9b9548cd557b3,0.760266289693796,1
04:29,Linkt: Take action before the payment due date to avoid further costs at <URL>,English,others,"authority,time/urgency",linkt,,52d866f72ba44b26,0.32836824516676044,0
Monday 6:42 PM,Dear user Your SBI YONO account has been blocked ! <DATE_TIME> Please update your Pan Card,English,banking,"authority,time/urgency",State Bank of India,shrtco.de,c5ad1934aae57390,0.9242733784074121,1
12:57,"SANTANDER: ""£249.32"" to MR <NAMED_ENTITY>. To cancel: <URL>",English,banking,"authority,time/urgency",Santander Bank,,5418f990a30d4934,0.3103322943724552,0
10:52,LINKT: You have a toll trip on <DATE_TIME> was not charged promptly. Check details via Reminder from <NAMED_ENTITY>: You have an overdue tollway bill on <DATE_TIME>. Pay NOW to save up the late fees.,English,others,"authority,time/urgency"," transurban,linkt",,eb0895a6182b00d6,0.4625229725922918,0
Today 23:14,Your email is no longer confirmed to avoid a restricted account follow instructions at: <URL>,English,others,"authority,time/urgency",,,413c417f4cc4315b,0.49037717332280367,0
Today 11:07,Your Etarget Limited parcel is due <DATE_TIME> between 12:22pm-4:22pm. View delivery options at <LOCATION>,English,delivery,"authority,time/urgency",etarget limited,,6baabc403924bca8,0.5609205913935621,1
16:03,Alert Dear Customer Your ICICI BANK Account Will Be Blocked <DATE_TIME> please Immediately Update Your Pan Card Number Thank You Open ICICI BANK.apk,English,banking,"authority,time/urgency",ICICI Bank,,d0698ba18fe7c77d,0.8903280763237263,1
11:23 AM,Please complete your KYC verification process to continue using SBI YONO services. Your cooperation is highly appreciated. <NRP> Thank you,English,banking,"authority,time/urgency",State Bank of India,shrtco.de,2722a1c5e21539ad,0.7536372503575486,1
Today 11:20,myGov: Your account information is inaccurate. Update your details via <URL> to avoid account suspension permanently,English,government,"authority,time/urgency",mygov,,2322cbb134805cd9,0.8094545215703394,1
3:18 PM,<US_DRIVER_LICENSE> is your One-Time Password valid for <DATE_TIME> only. Please do not share your <NAMED_ENTITY> with anyone. Thank you for shopping at <URL>.,English,others,time/urgency,netmeds.com,,2b8a5be8d83cd3d1,0.3909107241685704,0
,We have identified unusual activity on your account. Please log in via this link to secure your account.,English,banking,"authority,distraction,time/urgency",,,e4101fe255cbcf25,0.8482940698073596,1
Sun 18 June 01:28,Hey it’s [name] from twitter Could I ask an urgent favour please?,English,others,"kindness,time/urgency",twitter,,100d10f426e7456d,0.37967844829605635,0
Today 03:06,My3: Your services will be terminated in <DATE_TIME> as we were unable to take payment. Please visit <URL> to avoid termination of services.,English,telecom,"authority,time/urgency",three,,11340e34e80a574a,0.572132553737534,1
04:26,PEOPLE DEMOCRATIC PARTY (PDP)!!! SEND ACCOUNT (FCMB KEYSTONE) TO RECEIVE #75000 FROM ATIKU ABUBAKAR EMPOWERMENT CALL <PHONE_NUMBER> TO RECEIVE,English,others,"authority,need and greed"," atiku abubakar,people democratic party pdp",,3656bfe5a3638f73,0.8856193260338558,1
Today 2:50 PM,Dear Customer Your SBI Bank account will be suspend <DATE_TIME> please click here to link and update your Pan no immediately,English,banking,"authority,time/urgency",State Bank of India,is.gd,137d4c82b0aa8178,0.9220790862455001,1
15/07 at 10:16:51,Confirmation: You set up a new recipient on 15/07 at 10:16:51 from account ending 3568. If this was not you please call <US_BANK_NUMBER> or <PHONE_NUMBER> from abroad.,English,banking,"authority,time/urgency",,,9e5724402ea8b253,0.7204429650374988,1
17:18 Monday 1 May,Your Order No. IXD415223500267 with RRL is Processed. Click on the link <URL> to Download invoice.,English,delivery,authority,rrl,,c99a45bb028dcdd5,0.6096916091236193,1
12:05 AM,Dear Customer Your SBI Account will be Close Today Click here on the Link To Update Your PAN CARD Number <URL> SBI Team,English,banking,"authority,time/urgency",State Bank of India,bit.do,623023df918c51a6,0.8806015963000686,1
Today 18:19,Hi <NAMED_ENTITY> just a quick reminder that we're at <LOCATION> in <LOCATION> <DATE_TIME> between 9.30am and 4.30pm. Get one-to-one help and support with how to bank digitally ways to manage the increased cost of living and much more. There's no cash service but visit us for a chat or search 'Barclays finder' to book an appointment. Your Barclays team,English,banking,authority,Barclays,,4c4519a274587ffd,0.36909967373208996,0
10:25,Dear Customer to confirm your mobile number for ICICI bank Credit Card Application Please enter the verification code <US_DRIVER_LICENSE> in your application form.,English,banking,"authority,time/urgency",ICICI Bank,,e501f7cae15f62d7,0.8657106115485083,1
Today 9:10 PM,Dear SBI user Your YONO Account will be blocked <DATE_TIME>. Please click on the link to update your PAN CARD Number <URL>,English,banking,"authority,time/urgency",State Bank of India,rb.gy,fb564ff2ae64c414,0.8650036346320875,1
,Tap the link to read the updated policy.,English,others,,,,64e8efd64c6b0de8,0.3630158199352338,0
12:46 pm,Order Update: Please give the Cancellation code 2566 for order SF561595932FPL to the partner ONLY when they are at the doorstep - Shadowfax,English,delivery,authority,shadowfax,,1bc8ca890efc7498,0.3682597175038769,0
Saturday 18 February 1:46 pm,Dear Customer your SBI YONO NET BANKING and Account Will be Suspended Today Please <NAMED_ENTITY> now visit the link <URL>,English,banking,"authority,time/urgency",State Bank of India,,ceb7a9da913963b2,0.8190339252346462,1
Sun 11:25PM,Dear SBI USER A/C will be blocked <DATE_TIME> Update PANCARD for KYC Verify login <NAMED_ENTITY>. with_Netbanking Click,English,banking,"authority,time/urgency",State Bank of India,,a15de190b829ade1,0.5294783865888996,1
Today 5:00 am,<NAMED_ENTITY>: You have an toll trip marked as UNPAID due to E-tag scanning failed. Please visit: <URL> check available payment methods.,English,others,"authority,need and greed,time/urgency",linkt,,f79d0b0573372a42,0.590981446722566,1
11:07,SANTANDER: A payment of £310.00 to the merchant 'HiSmile' has been completed. If this purchase WASN'T you reply 'N' and if this was you reply 'Y' to <PHONE_NUMBER>,English,banking,"authority,time/urgency",Santander Bank,,b9fa67cfdbd7615b,0.6335268546922835,1
Today 4:39 PM,Dear Customer your Paytm 'Account will be suspended by <DATE_TIME> please.Update your. PANCARD Click here link~,English,banking,"authority,time/urgency",Paytm,short.gy,1e0841de5ef03817,0.9542790217509883,1
20:11,Notification ! Dear Consumer Your Electricity power will be disconnected. <DATE_TIME> at <DATE_TIME> from electricity office. because your <DATE_TIME> bill was not updated Please immediately contact with our electricity officer <PHONE_NUMBER> Thank you.,English,others,"authority,time/urgency",,,0b2303b3354369ee,0.7079266004077346,1
Today 3:48 PM,Dear Customer your HDFC bank Debit Credit card has been blocked <DATE_TIME> please update your pan card immediately click link and update,English,banking,"authority,time/urgency",HDFC Bank,,bebd160a10f43379,0.9420718045337065,1
19:13,Dear Customer your HDFC reward points worth Rs.9867 expired <DATE_TIME> kindly redeem your points in cash by click here,English,banking,"authority,need and greed,time/urgency",HDFC Bank,tinyurl.com,fe340ef34ec15325,0.8622081341012198,1
11:16 AM,<NAMED_ENTITY> it's <NAMED_ENTITY>! Will you join me in <LOCATION> for my Women for <NAMED_ENTITY> town hall on <DATE_TIME>? RSVP <DATE_TIME>: <URL>,English,others,"authority,herd,time/urgency",nikki haley,,70b83bdccf813b93,0.06341860895629613,0
Friday,<LOCATION>: Your last payment didn't go through. To avoid disconnection visit...,English,telecom,"authority,time/urgency",electric ireland,,6caa3f8deb80c7cc,0.36878611208987055,0
Today 7:40 AM,Dear Customer SBI Your YONO Account Will be blocked <DATE_TIME> please update your PAN Card details via given link.,English,banking,"authority,time/urgency",State Bank of India,shrtco.de,82114452ed46899c,0.9234965616902381,1
April 25 2023,SMS Alert Fee-24 03-23 04 2023,English,others,,,,60781b7d742b32f8,0.465374971204054,0
['Friday 24 February 22:05' 'Saturday 25 February 21:25'],['Dear Customer Your SBI YONO account has been suspended <DATE_TIME> please update your PAN Card Immediately via link <URL>' 'Dear Customer Your SBI YONO account has been suspended <DATE_TIME> please update your PAN Card Immediately via link <URL>'],English,banking,"authority,time/urgency",State Bank of India,,d4599cce297648a7,0.9528432457957717,1
20:48,Dear SBI Customer Your SBI YONO Account has been Suspended by <DATE_TIME> Please Update your PAN CARD Number Click The Link <URL> SBI Team,English,banking,"authority,time/urgency",State Bank of India,tinyurl.com,60c5939eac00361b,0.9365331199615831,1
Thursday 16 February 3:56 pm,DEAR Sbi Yono Users Your A/C will be suspended Please Click on the link to update your Pan card number,English,banking,"authority,time/urgency",State Bank of India,,47e517942bcde2e8,0.8385964847427516,1
Mar 13 13:58,Dear User Your SBI Y0N0 A-C will be suspended please update your PANCARD IMMEDIATELY click here.,English,banking,"authority,time/urgency",State Bank of India,shrtco.de,bf39edd7235f3294,0.7542728322105692,1
Today 9:22 AM,AMEX: As your total unsecured interest-bearing balance from all banks in SG exceeded 12X your <DATE_TIME> income for <DATE_TIME>) has been temporarily suspended. Please call <DATE_TIME> for more information or to update your income.,English,banking,"authority,time/urgency",amex,,785625a4677cc08b,0.9599391093629632,1
Today 12:04 PM,'H.D.F.C Custome.r your 'H.D.F.C NET BANKING will be <URL>pened '<DATE_TIME> please 'update your PAN card now visit below the link,English,banking,"authority,time/urgency",HDFC Bank,urlz.fr,f07c4c36a552755a,0.7566950433125694,1
Today 13:56,Dear SBI Customer Your SBI Y0N0 Account has been Suspended <DATE_TIME> please Update Your PAN Card number Click here link https:// <URL> THANK YOU SBI,English,banking,"authority,time/urgency",State Bank of India,,015fd805fc527820,0.9335398855954786,1
Today 4:46 PM,Dear user your HDFC bank account will be suspended ! <DATE_TIME> please update your PAN CARD click here <NAMED_ENTITY> Thank you,English,banking,"authority,time/urgency",HDFC Bank,rb.gy,783856aa781f1d86,0.7919388421581496,1
Today 11:09 AM,Dear user Your SBI Netbanking will be block <DATE_TIME> plz update your KYC immediately click here to link.,English,banking,"authority,time/urgency",State Bank of India,,fb5257ab8b7010b5,0.7694143321743884,1
12:15 on 1/3,S A N T A N D E R: Hi at <DATE_TIME> on 1/3 we received a request to add beneficiary <NAMED_ENTITY>. If this was not you please visit: <URL>,English,banking,"authority,time/urgency",Santander Bank,,5cd2f21b523e9444,0.2742331080446703,0
10:54,Amazon : Your account has been locked due suspicious activity. All of your last orders and subscription has been on hold until this issues fixed. Click link below to unlock your account : <URL> If you do not complete the verification process before <DATE_TIME> your Amazon account will be terminated. Sincerely Amazon Team,English,others,"authority,need and greed,time/urgency",Amazon,t.co,c7f847fecea68829,0.8282022249855945,1
2:38 PM,Dear SBI user Your Y0N0 A/c will be Blocked <DATE_TIME>. Please click on the link to update your Pancard Number. <URL> Thank YOU,English,banking,"authority,time/urgency",State Bank of India,rb.gy,a30b311ea2aa2401,0.7789025298040737,1
8:37,Your login for Paytm App has started. Do not share SMS with OTP/Code to anyone for securit... <NAMED_ENTITY> to verify your number and Login: ...,English,others,authority,Paytm,,026f0b17245714c1,0.7294132864775482,1
Today 12:35 PM,frm:Usps - we are having trouble delivering your package due to an incorrect address. please update your address details within <DATE_TIME> or your package will be returned to the seller.,English,delivery,"authority,distraction,time/urgency",USPS,,6a9e3f6f083a1440,0.6853715672128569,1
Today 13:59,Dear Customer Your SBI YONO ACCOUNT Will Be Suspended <DATE_TIME> Please Update Your PAN CARD Number Click here <URL> SBI Team,English,banking,"authority,time/urgency",State Bank of India,rebrand.ly,b1722c915b3fc718,0.8854263121571547,1
7:32 PM,Dear Customer Your HDFC A/C has been blocked <DATE_TIME> please Update Your PAN CARD,English,banking,"authority,time/urgency",HDFC Bank,tinyurl.com,2d50dd8e4f5f134d,0.9712527246225612,1
Sunday 18 December,Dear SBI user your Y0N0 Account will be blocked <DATE_TIME>. please update your Pan Card click here to link <URL>,English,banking,"authority,time/urgency",State Bank of India,bit.do,6abc45a6631bc679,0.857255565802237,1
11:34 AM,Dear User Your SBI YONO ACCOUNT Will Be Block <DATE_TIME>. Please Update Your PAN Card immediately. Click on below the link.,English,banking,"authority,time/urgency",State Bank of India,,cad6c0bc517d9253,0.8700516230530339,1
29 March 16:12,Santander - An attempt to add <NAMED_ENTITY> as a trusted payee was successful on 29/03. If this was NOT you visit:,English,banking,"authority,time/urgency",Santander Bank,,8b6b380f554f32a4,0.30571884109834474,0
Today 11:13 AM,Dear Customer Your electri city power will be dis-connect night 9:30pm bill is not update please call electri city officer number <PHONE_NUMBER> Thanks,English,others,"authority,time/urgency",,,5ac48ec843cf056b,0.7604765407280742,1
Thursday • 20:40,Dear SBI. Customer Your A/C Has been suspended <DATE_TIME> Please update your PANCARD immediately the pay click here the link <URL> thanks SRI INDIA,English,banking,"authority,time/urgency",State Bank of India,,aab152addf92bb74,0.8959380969225134,1
11:04 am,Dear SBI Customer Your SBI Y0N0 Account has been Suspended <DATE_TIME> please Update Your PAN Card number Click here link: <URL> THANK YOU SBI,English,banking,"authority,time/urgency",State Bank of India,goolnk.com,29a54ad2a15e2d8b,0.9274368677903443,1
Wednesday 5:18 am,-MY LINKT-: You still owe money for one toll travel as long as your e-Tag goes unrecognized. Review the bill and pay it right away.,English,others,"authority,time/urgency",linkt,,3839aaac18977b7b,0.10125165191724092,0
Today 15:44,Dear Customer your HDFC reward points worth Rs. <DATE_TIME> expired by <DATE_TIME> kindly redeem your points in cash by click here <URL> Bharat Comm,English,banking,"authority,need and greed,time/urgency",HDFC Bank,tinyurl.com,2104269008325106,0.8407143904507779,1
Today 10:58 AM,Dear customer your HDFC account will be block. Please update your PANCARD and complete your KYC. Click here <URL> HDFC TEAM,English,banking,"authority,time/urgency",HDFC Bank,,69b814c44ad55dcc,0.9028518180439409,1
Today 3:06 PM,Dear Customer your Paytm A/C will be blocked <DATE_TIME> due To incomplete kyc 10 min click here link https://,English,banking,"authority,time/urgency",Paytm,shrtco.de,c51c89ac967098bc,0.9500904649743553,1
Today 11:53 AM,A challan JK66871230F09115126 issued against JK04D355. The total challan amount is 1000. For more details visit: <URL> Thanks Srinagar Traffic Police.,English,government,authority,srinagar traffic police,bit.ly,bb7a6f432b47fe81,0.29704695764357464,0
Today 6:14 PM,Dear Customer your S.B.I <NAMED_ENTITY> will be suspended. <DATE_TIME> please Update your PAN Card visit the link <URL>,English,banking,"authority,time/urgency",State Bank of India,bit.do,a814e2bc5ca4f285,0.8716366768987065,1
Today 3:46 PM,Dear user Detected abnormal activity on your account your <URL> account be suspended. Please click to reactivate permissions,English,banking,"authority,time/urgency",State Bank of India,,d791cda89b3c2966,0.8483437575774432,1
3:52 PM,Dear Customer Your Jio SIM Document Verifications is Pending Please Call Our Customer No <PHONE_NUMBER> Your Service Will Be Blocked Within24 HrsCall immediately,English,telecom,"authority,time/urgency",Jio,,8d79b5751ad84dde,0.968612995568653,1
Today 15:21,[BINANCE] Withdrawal code: <US_DRIVER_LICENSE>. If this was not generated by you cancel here immediately:,English,banking,"authority,time/urgency",Binance,,63f8f37c248482cd,0.23032039714904876,0
['28 February 6:51 pm' '1 March 2:24 pm'],"['Dear User Your SBI-YONO A/C has been Blocked <DATE_TIME> Update Your PAN Card Details. Click here link' ""User Your H.D.F.'C_Netbanking A/C has been BLOCKED. <DATE_TIME> Update Your PAN:Card Details. Click here""]",English,banking,"authority,time/urgency",State Bank of India,,ad76c4143b0a2417,0.8761990194345016,1
5:24,Dear Consumer Your Electricity power will be disconnected. <DATE_TIME> at <DATE_TIME> from electricity office. because your <DATE_TIME> bill was not update. Please immediatley contact within your electricity officer <PHONE_NUMBER> Thank you.,English,others,"authority,time/urgency",,,5e3ee149cb4d3cb1,0.705073515910281,1
Today 9:17 AM,We have discovered an issue with your billing information. Please review your information carefully.. ID#ASJIXBZAYK You're only required to follow the steps to recover your account: 1. Sign in to your account. 2. Follow the step to see your case. 3. Resolve the problem by completing the instruction. Update Information Here : <URL> You can't access your account until this process complete.,English,others,"authority,time/urgency",,,689f23178b453337,0.7391965187240658,1
Tuesday January 24,USPS: Your package will be returned due to missing address details. Please update the address in time: http://receiptincorrectkh4e.,English,delivery,"authority,time/urgency",USPS,,7e8081f2643d577f,0.7000756817315852,1
Today 1:15 PM,Dear Customer your SBI Y0N0 A/C will be BLOCKED ! please click on the link to update your PAN CARD Link <URL> Thank You - SLVLTD,English,banking,"authority,time/urgency",State Bank of India,is.gd,53509ef505356e5e,0.8986534892288692,1
Mar 11 12:38 AM,Hi <NAMED_ENTITY> ID: OD427320355306160100 Product: realme Narzo 50A Prime (Flash Black 128 <LOCATION>) We certainly understand your concern and sorry for the trouble caused with your order. We're unable to contact you now based on the telecom regulatory guidelines that restrict calls to customers <DATE_TIME>. However we have escalated the issue. Please be assured that we will get back to you with an update within <DATE_TIME>.,English,others,"authority,time/urgency",realme,,43ecf6be6bfd0041,0.5483233903714907,1
Today 12:24 PM,Dear SBI Customer Your SBI YONO Account has been Suspended <DATE_TIME> please Update Your PAN Card number Click here link <URL>,English,banking,"authority,time/urgency",State Bank of India,rb.gy,ee6e502ebda8a73e,0.9411130819664084,1
21/03/2023 02:17,RM0 Your MSOS Code for card ending is 6 for online txn at PAYPAL of MYR <URL>de will expire in <DATE_TIME><URL>send 1 of 3.,English,banking,"authority,time/urgency",PayPal,,28b9650fce9b8632,0.4630863418032519,0
Today 21:09,ICICI Bank invites you to participate in the pilot of the Digital Rupee issued by RBI. To learn more visit <NAMED_ENTITY> or call <PHONE_NUMBER>. T&Cs.,English,banking,"authority,need and greed",ICICI Bank,rb.gy,da6635f4e091490a,0.7387096076659289,1
11.03,Your shipment requires your instructions. please click on the link below and fill out...,English,delivery,distraction,,,9ba0b4cb3f6e22ed,0.7347974297924036,1
16:30,DEAR USER Your SBI Account blocked <DATE_TIME>. Please click on the link <URL> to update PAN Card Details BITCIN,English,banking,"authority,time/urgency",State Bank of India,shrtco.de,fa9ecc4c1d283f9c,0.8709796559429097,1
16:44 Sunday 18 December,Dear Customer Your SBI Bank Account Closed <DATE_TIME> Contact now And <NAMED_ENTITY> details in Below link <URL> Thanks TMMPSS,English,banking,"authority,time/urgency",State Bank of India,,f65f7c4d1630e21e,0.836055095238936,1
Thursday 23 February 2023 15:09,Dear SBI User your NETBANKING will be Blocked <URL>ease update your PAN card visit the link<URL>,English,banking,"authority,time/urgency",State Bank of India,urlz.fr,b382859f9a75bc38,0.6263093636977244,1
Today 3:14 am,E-Toll: Your E-Tag payment on <DATE_TIME> was not paid. To avoid penalty: <URL>,English,others,time/urgency,,bit.ly,3c9ae322950ccc2c,0.4004113136729986,0
17:06,Dear Mr. Check your details here: <NAMED_ENTITY> Thank you for choosing us.,English,delivery,authority,royal mail,,e58a71fe8beb4c74,0.3501248829529974,0
Thursday • 17:33,HWforSNKRTEGHINMATH SCISST You are selected join our company and wage is 8700 RS.,English,others,,,,49ed68e099864d40,0.5142568260189859,1
,Your account is on hold. We're having some trouble with your current billing information. Recovery your account immediately click link bellow: <URL>:<EMAIL_ADDRESS><URL> Please take action on your account within <DATE_TIME> to avoid permanent suspension.,English,others,"authority,time/urgency",Netflix,,4d7006f191400525,0.8118565267730289,1
07:18 PM,Dear customer your YONO SBI account...,English,banking,"authority,time/urgency",State Bank of India,,f66568d7f95a9a02,0.9183624005715156,1
17:23,Your account has been temporarily locked please verify your identity at the following link: <URL>,English,banking,"authority,time/urgency",,,aceb34ff6fff8512,0.8344066494937982,1
12:23,Dear SBI USER A/C will be blocked Update PANCARD for KYC verification login with <URL> here,English,banking,"authority,time/urgency",State Bank of India,,7888b86baf0b1bf7,0.4432507963195305,0
Tuesday 7 March 2023 9:25PM,Dear customer your electricity power will be disconnect <DATE_TIME> at 9:25PM from electricity office. Because your <DATE_TIME> bill was not update so please call immediately <DATE_TIME> Thank you,English,others,"authority,time/urgency",electricity office,,6dd352884589abc5,0.8410323061299638,1
Today 6:00 PM,Alert Your <DATE_TIME> Reward Point got Expired Redeem Now,English,banking,"authority,time/urgency",HDFC Bank,bit.ly,b6e6e8aabe4fef8c,0.5092190266808259,1
Today 10:48 AM,Dear Customer your SBI Netbanking Account will be Suspended by <DATE_TIME> please Update your PANCARD now visit the link,English,banking,"authority,time/urgency",State Bank of India,tinyurl.com,5f0b39523947e3b7,0.9215261134857392,1
,Hey accelerated saving on online purchases Check your HDFC Bank Millennia Credit Card Now & Get Rs. 3000 Amazon Voucher,English,banking,need and greed,HDFC Bank,,87bdc1499eddf537,0.5780938664383471,1
Today 15:33,Dear SBI Customer Your SBI YONO Account has been Suspended <DATE_TIME> please Update Your PAN Card number Click here https://,English,banking,"authority,time/urgency",State Bank of India,shrtco.de,e1f9b17eff305e44,0.9451595147429829,1
12:21 pm,Dear Y0NO USER Your SBI A/C will be Suspended <DATE_TIME>. Please update your Pan-Card Verify your Net-banking <NAMED_ENTITY> Click On link <URL>,English,banking,"authority,time/urgency",State Bank of India,,e770009d0b93651b,0.8327821612445562,1
11:39 AM,Dear customer You have wrongly purchased a motor Insurance Policy against the actual class of vehicle. Hence the policy is null & void from inception and not liable for any claim. Contact us on <EMAIL_ADDRESS> or <DATE_TIME> for any query. -ACKO GENERAL INSURANCE LIMITED,English,others,"authority,time/urgency",acko general insurance limited,,a10eaa84ac78b5af,0.7889957632290219,1
Today 13:06,Dear Customer your SBI Account YONO and net banking will be Suspend today Please <NAMED_ENTITY> now click here,English,banking,"authority,time/urgency",State Bank of India,tiny.cc,fa12d4b1a87c6ebf,0.8383506732592924,1
Today 4:31 PM,Please confirm payment of 4313 HKD as your product is awaiting delivery online at <NAMED_ENTITY>,English,delivery,"need and greed,time/urgency",,,d322ca5ba61b9814,0.6205600987315909,1
13:09,Hello dear customer your Easy Money loan is due <DATE_TIME>!!! Please repay in time to avoid overdue overdue we will contact your family. Maintaining a good credit repayment rating will help you get higher loan amounts and better deals. Now we are just kindly contacting you without notifying other emergency contacts please complete the loan kindly. Easy Money link: <URL>,English,banking,"authority,distraction,kindness,time/urgency",easy money,bit.ly,8ae23a4322df0365,0.6764500789691832,1
Today 3:40 PM,Dear CustomerYour HDFC Bank Credit Card Reward Point Worth Rs.8999 Will Expire <DATE_TIME>. Kindly Redeem Point In Cashback By Clicking On,English,banking,"authority,need and greed,time/urgency",HDFC Bank,bit.ly,f17f1c621dbf4907,0.38779922309779363,0
10:10,HMCTS Enforcement: This is a reminder from HMCTS regarding your outstanding court fine for account number <US_DRIVER_LICENSE> div code 082. Call <PHONE_NUMBER> to pay in full now. If you are unable to pay or would like to set up a payment plan or think you have received this text in error then please contact 0161 <DATE_TIME>. If you have paid in full recently thank you.,English,government,"authority,time/urgency",hmcts,,8f2c5efebbf9626d,0.8138391520700596,1
Today 3:41 PM,Dear Rs <US_BANK_NUMBER> was successfully credited to your loan a/c no xxxx62733. Verify your detail to get the amount in your bank a/c <URL> CARDCT,English,banking,"distraction,need and greed,time/urgency",,,bfc03a732b6905f8,0.5686879645319876,1
16:15,KCB Dear Customer: We have notice suspicious activity on your account and had to suspend it. Contact us within <DATE_TIME> to confirm your details. Call <US_BANK_NUMBER>,English,banking,"authority,time/urgency",kcb,,d955d8eb89610ae7,0.9080830189707629,1
19:47,DEAR HDFC USER Your A/C will be blocked today.update your PANCARD for <URL>rify your account login with NetBanking click here <URL>t/ERLIM,English,banking,"authority,time/urgency",HDFC Bank,,d0300086dcf4ebc7,0.7140408867526401,1
19/04/2022 18:41,<NAMED_ENTITY> your Fuliza M-PESA limit is <NAMED_ENTITY>. Transaction Cost Ksh 0.,English,banking,authority,m-pesa,,403b941ba9eda0a0,0.5333563225776714,1
12:00,Hi I am one of the billionaires stuck in a submarine please send me <US_DRIVER_LICENSE> just to buy food toiletries and some oxygen,English,others,"dishonesty,kindness",,,8742b3550ee5fff6,0.07218293275243794,0
2023-10-02T13:28:00,D'EAR HDFC user your. Net Banking! has <URL>spended. <DATE_TIME> update your! pan card no. Now Click Link here,English,banking,"authority,time/urgency",HDFC Bank,rb.gy,301ab64129f6a7cd,0.7736218927630908,1
